"","geoid","tract","block","total_hh","multi","single","owner","renter","avg_hh","less_10000","10000_14999","15000_19999","20000_24999","25000_29999","30000_34999","35000_39999","40000_44999","45000_49999","50000_59999","60000_74999","75000_99999","100000_124999","125000_149999","150000_199999","200000_inf"
"584",150030093011,93.01,1,483,322,161,59,424,3,41,6,7,51,17,51,33,0,24,120,22,2,33,27,0,49
"585",150030093021,93.02,1,439,309,130,284,155,3,0,15,34,0,0,0,0,7,0,58,42,56,74,14,31,108
"586",150030093022,93.02,2,243,88,155,71,172,2,107,9,8,31,0,0,0,0,0,0,19,0,5,0,19,45
"587",150030093023,93.02,3,463,377,86,343,120,3,37,0,30,19,19,0,0,0,14,0,16,14,0,125,82,107
"588",150030094011,94.01,1,495,312,183,289,206,3,40,24,20,11,9,7,0,21,39,6,5,91,59,38,49,76
"589",150030094021,94.02,1,410,350,60,100,310,3,28,20,16,49,6,8,23,8,0,25,33,78,14,22,0,80
"590",150030094022,94.02,2,389,225,164,183,206,3,37,38,39,31,11,11,8,9,0,8,35,21,67,10,42,22
"591",150030094023,94.02,3,383,232,151,37,346,2,47,28,21,9,16,37,8,14,13,9,50,66,8,57,0,0
"592",150030095071,95.07,1,317,258,59,0,317,2,12,5,0,8,2,8,8,55,27,16,77,81,18,0,0,0
"593",150030095072,95.07,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594",150030095081,95.08,1,638,423,215,0,638,2,0,0,0,12,9,63,0,78,23,50,127,86,29,25,0,136
"595",150030095091,95.09,1,403,328,75,0,403,3,0,0,0,0,62,19,10,27,6,0,102,66,19,41,51,0
"596",150030095092,95.09,2,502,495,7,0,502,4,0,0,9,6,14,0,23,0,39,11,98,139,61,49,35,18
"597",150030095101,95.1,1,279,212,67,0,279,3,0,0,0,0,0,14,0,15,0,0,13,58,107,72,0,0
"598",150030095102,95.1,2,131,131,0,0,131,3,0,0,8,0,0,0,0,0,14,16,0,11,71,0,11,0
"599",150030095111,95.11,1,550,495,55,9,541,3,9,14,0,0,23,35,0,25,26,35,115,189,20,59,0,0
"600",150030095112,95.11,2,464,441,23,0,464,3,0,23,0,0,0,13,20,28,56,36,73,76,63,38,29,9
"601",150030095121,95.12,1,395,308,87,0,395,3,13,0,0,0,4,16,0,6,22,12,132,67,9,35,38,41
"602",150030095122,95.12,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603",150030095123,95.12,3,204,204,0,0,204,3,0,0,0,4,21,7,0,0,39,56,7,25,10,13,3,19
"604",150030096081,96.08,1,344,302,42,177,167,3,61,0,0,0,0,0,8,7,17,45,26,116,17,8,0,39
"605",150030096082,96.08,2,267,176,91,150,117,3,43,0,24,24,0,39,0,0,27,2,0,25,9,46,7,21
"606",150030096083,96.08,3,352,334,18,159,193,5,5,1,3,128,0,0,0,2,2,14,18,27,9,16,35,92
"607",150030096084,96.08,4,348,323,25,247,101,4,7,3,3,9,2,2,8,6,7,21,34,60,84,30,34,38
"608",150030096091,96.09,1,687,636,51,598,89,4,0,0,10,0,69,0,0,0,107,0,56,39,129,58,77,142
"609",150030096092,96.09,2,183,183,0,183,0,4,10,0,0,0,0,0,0,0,0,9,10,15,59,38,19,23
"610",150030096093,96.09,3,529,502,27,432,97,4,70,0,0,0,0,0,0,11,0,32,35,115,89,102,61,14
"611",150030096101,96.1,1,222,186,36,101,121,5,0,0,0,76,0,21,0,12,0,21,9,16,37,0,9,21
"612",150030096102,96.1,2,525,454,71,454,71,4,42,0,0,9,0,0,0,7,10,51,0,20,113,82,123,68
"613",150030096103,96.1,3,180,163,17,92,88,2,0,0,0,0,0,9,0,0,0,47,10,9,0,86,10,9
"614",150030096104,96.1,4,258,242,16,106,152,3,0,0,34,0,0,45,0,16,0,0,0,0,65,57,19,22
"615",150030096105,96.1,5,509,381,128,262,247,4,0,0,22,30,0,0,0,94,0,7,85,45,49,0,177,0
"616",150030097041,97.04,1,372,355,17,258,114,4,34,16,11,15,0,33,18,6,0,18,15,58,27,29,0,92
"617",150030097042,97.04,2,322,255,67,307,15,4,8,2,5,9,7,6,2,25,13,5,30,58,15,18,60,59
"618",150030097051,97.05,1,294,275,19,294,0,2,0,0,0,0,0,0,10,8,0,16,21,31,61,116,8,23
"619",150030097052,97.05,2,290,230,60,195,95,3,0,7,0,0,0,9,0,0,0,51,43,33,65,42,6,34
"620",150030097053,97.05,3,381,293,88,144,237,3,10,75,21,7,7,23,43,6,42,15,0,28,18,32,19,35
"621",150030097061,97.06,1,220,189,31,204,16,5,13,3,0,2,8,0,3,11,7,37,10,40,21,7,19,39
"622",150030097062,97.06,2,230,209,21,131,99,4,0,0,12,6,11,0,0,0,11,0,6,74,15,73,9,13
"623",150030097063,97.06,3,313,285,28,306,7,5,14,0,4,3,0,9,2,3,9,18,5,73,34,41,51,47
"624",150030097071,97.07,1,553,443,110,211,342,3,26,74,54,34,0,64,0,4,11,37,58,120,40,7,0,24
"625",150030097072,97.07,2,503,255,248,104,399,2,110,53,0,22,10,31,0,55,0,71,5,64,26,14,0,42
"626",150030097073,97.07,3,622,450,172,279,343,3,44,46,0,54,115,4,34,0,0,21,35,61,5,29,120,54
"627",150030097074,97.07,4,234,210,24,192,42,5,0,0,0,0,9,8,0,8,1,8,26,34,73,40,0,27
"628",150030098011,98.01,1,202,133,69,181,21,3,4,4,0,0,0,9,1,10,0,9,2,48,14,1,38,62
"629",150030098012,98.01,2,925,534,391,411,514,2,117,117,15,87,20,30,11,21,54,30,56,156,121,39,18,33
"630",150030098031,98.03,1,238,238,0,77,161,6,12,0,0,0,0,29,0,7,0,28,74,7,28,27,0,26
"631",150030098032,98.03,2,303,176,127,69,234,3,12,12,0,0,0,0,0,0,25,0,24,28,43,97,49,13
"632",150030098033,98.03,3,321,192,129,149,172,4,0,0,14,0,0,129,21,14,36,0,28,26,14,27,12,0
"633",150030098041,98.04,1,217,198,19,178,39,3,0,10,0,0,0,0,29,5,0,5,10,113,17,1,27,0
"634",150030098042,98.04,2,365,218,147,63,302,4,142,32,29,0,0,0,15,0,0,17,20,24,47,14,13,12
"635",150030098043,98.04,3,266,193,73,183,83,4,7,0,0,16,10,12,17,0,4,0,23,46,46,21,17,47
"636",150030099021,99.02,1,220,93,127,78,142,2,50,25,0,0,0,45,0,0,0,0,56,10,0,15,10,9
"637",150030099022,99.02,2,443,351,92,269,174,3,26,8,24,51,0,0,0,8,0,0,46,111,42,62,31,34
"638",150030099023,99.02,3,311,295,16,211,100,4,0,0,8,0,0,0,0,8,37,17,9,67,40,46,17,62
"639",150030099024,99.02,4,174,157,17,122,52,4,14,0,0,0,0,0,0,0,0,0,17,38,27,9,25,44
"640",150030099051,99.05,1,270,210,60,112,158,3,8,16,14,0,26,0,0,36,0,19,20,36,46,0,26,23
"641",150030099052,99.05,2,283,203,80,180,103,3,31,30,4,0,14,15,16,0,0,0,0,37,31,22,57,26
"642",150030099053,99.05,3,448,380,68,309,139,3,0,0,9,59,16,0,7,0,13,37,31,31,83,68,21,73
"643",150030099061,99.06,1,596,330,266,303,293,2,9,15,17,51,3,16,20,17,13,24,91,42,52,62,36,128
"644",150030099062,99.06,2,179,123,56,118,61,3,23,11,0,0,3,0,0,0,12,15,14,20,10,7,40,24
"645",150030099063,99.06,3,11,0,11,0,11,NA,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"646",150030100001,100,1,422,282,140,230,192,2,0,0,12,0,0,0,0,0,47,10,66,20,43,25,18,181
"647",150030100002,100,2,359,260,99,31,328,2,27,0,14,1,0,52,41,11,14,19,27,92,25,19,10,7
"648",150030100003,100,3,877,667,210,0,877,3,0,0,0,0,23,7,40,23,0,42,118,335,104,54,57,74
"649",150030101011,101.01,1,377,287,90,170,207,3,0,0,0,14,0,0,0,4,30,34,36,92,75,13,13,66
"650",150030101012,101.01,2,466,356,110,168,298,3,41,0,39,7,0,0,13,0,0,23,24,113,77,42,55,32
"651",150030101021,101.02,1,588,502,86,459,129,3,12,0,101,5,12,6,13,0,0,0,44,70,32,73,40,180
"652",150030101022,101.02,2,220,203,17,124,96,4,0,6,0,0,0,0,0,0,33,0,23,49,6,47,21,35
"653",150030101031,101.03,1,179,94,85,139,40,2,14,1,2,6,0,5,2,4,6,8,38,25,16,8,29,15
"654",150030101032,101.03,2,608,480,128,353,255,4,58,13,33,0,5,9,16,9,11,47,128,58,55,42,60,64
"655",150030102021,102.02,1,240,220,20,123,117,4,15,0,0,8,5,5,0,0,0,15,25,15,32,30,76,14
"656",150030102022,102.02,2,188,143,45,89,99,4,0,0,0,6,0,18,0,0,19,11,30,52,4,28,13,7
"657",150030102023,102.02,3,494,425,69,221,273,5,14,13,0,0,0,0,0,0,34,79,7,9,88,97,69,84
"658",150030102024,102.02,4,336,309,27,130,206,4,9,13,15,0,0,0,16,0,0,43,32,60,35,24,27,62
"659",150030102031,102.03,1,318,204,114,164,154,3,6,40,17,3,0,7,0,11,0,3,42,46,10,15,50,68
"660",150030102041,102.04,1,193,152,41,122,71,3,0,0,0,0,0,0,0,0,0,11,5,0,54,81,26,16
"661",150030102042,102.04,2,437,365,72,201,236,4,14,20,0,0,31,0,13,23,5,44,19,71,69,12,58,58
"662",150030102051,102.05,1,556,433,123,395,161,3,24,0,11,9,35,2,26,14,26,33,35,40,36,104,58,103
"663",150030103031,103.03,1,425,355,70,248,177,3,0,43,0,10,0,0,0,0,10,0,44,73,20,86,21,118
"664",150030103032,103.03,2,680,587,93,500,180,4,0,0,0,0,0,12,53,5,12,27,19,62,91,123,95,181
"665",150030103033,103.03,3,311,171,140,200,111,3,33,3,2,21,3,15,3,0,0,0,70,41,20,42,5,53
"666",150030103051,103.05,1,593,573,20,525,68,3,12,0,0,0,0,0,0,0,0,20,82,84,66,52,95,182
"667",150030103052,103.05,2,345,308,37,184,161,3,11,28,10,0,5,50,13,0,25,13,34,57,0,33,30,36
"668",150030103053,103.05,3,714,582,132,509,205,3,0,10,0,0,14,34,18,29,0,12,67,123,64,94,121,128
"669",150030103081,103.08,1,557,484,73,451,106,3,64,18,0,10,0,0,0,33,9,7,17,39,44,50,119,147
"670",150030103082,103.08,2,608,561,47,587,21,3,0,9,0,0,0,0,0,7,0,32,51,21,52,37,149,250
"671",150030103083,103.08,3,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672",150030103091,103.09,1,429,385,44,391,38,3,0,15,0,0,0,0,0,0,0,0,16,10,42,101,37,208
"673",150030103092,103.09,2,714,611,103,589,125,3,22,13,0,37,16,31,9,10,0,31,45,81,41,15,131,232
"674",150030103093,103.09,3,292,250,42,267,25,3,0,10,0,0,0,6,5,0,0,0,9,8,44,21,49,140
"675",150030103101,103.1,1,605,515,90,474,131,3,13,0,5,0,0,0,0,0,19,5,44,31,24,117,217,130
"676",150030103102,103.1,2,307,147,160,232,75,2,6,0,0,0,0,0,22,0,0,6,20,84,51,79,39,0
"677",150030105031,105.03,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678",150030105032,105.03,2,543,472,71,357,186,4,7,18,12,5,13,26,0,6,0,6,70,65,67,59,27,162
"679",150030105051,105.05,1,298,265,33,280,18,4,0,0,0,0,0,0,10,8,0,25,10,9,35,25,30,146
"680",150030105052,105.05,2,450,387,63,411,39,3,15,10,0,26,0,0,0,0,21,22,8,60,43,39,48,158
"681",150030105053,105.05,3,286,257,29,269,17,3,34,0,0,6,0,0,0,8,0,7,8,33,30,8,8,144
"682",150030105071,105.07,1,748,543,205,398,350,3,34,48,12,44,0,18,23,13,48,12,48,104,73,164,35,72
"683",150030105072,105.07,2,278,236,42,66,212,5,0,46,0,0,0,19,43,23,13,0,31,28,29,0,34,12
"684",150030105073,105.07,3,322,231,91,256,66,3,0,0,0,0,0,0,0,0,46,0,25,56,61,16,86,32
"685",150030105074,105.07,4,387,377,10,387,0,3,0,0,0,0,0,0,0,0,21,16,21,13,40,45,115,116
"686",150030105081,105.08,1,214,193,21,152,62,4,9,0,0,0,0,17,0,0,0,13,17,18,0,27,25,88
"687",150030105082,105.08,2,780,498,282,518,262,2,24,32,0,31,0,9,0,28,42,48,53,96,42,63,94,218
"688",150030105091,105.09,1,280,193,87,126,154,2,34,0,0,36,10,27,0,0,0,43,0,30,15,8,77,0
"689",150030105092,105.09,2,232,167,65,180,52,3,21,16,0,0,9,0,0,0,13,21,9,19,16,17,22,69
"690",150030105101,105.1,1,645,471,174,513,132,3,0,11,10,0,99,6,0,0,19,0,14,75,89,58,115,149
"691",150030105102,105.1,2,372,372,0,335,37,3,16,0,11,0,0,0,0,16,11,15,48,80,32,23,45,75
"692",150030106011,106.01,1,321,261,60,285,36,3,0,0,0,0,0,0,0,0,0,0,19,45,73,8,88,88
"693",150030106012,106.01,2,434,300,134,181,253,2,34,19,0,57,0,0,0,11,44,10,11,16,20,61,51,100
"694",150030106013,106.01,3,311,256,55,271,40,4,0,0,0,19,0,0,0,0,11,30,0,66,47,10,18,110
"695",150030106021,106.02,1,506,414,92,445,61,3,27,0,9,10,8,0,0,0,0,27,0,39,121,64,103,98
"696",150030106022,106.02,2,740,614,126,541,199,3,0,0,0,0,0,20,33,49,16,54,11,24,150,60,135,188
"697",150030106023,106.02,3,577,497,80,531,46,3,10,9,0,0,0,0,48,0,0,9,6,43,103,31,104,214
"698",150030107011,107.01,1,559,425,134,424,135,2,30,0,9,8,9,8,48,21,4,0,37,36,70,34,62,183
"699",150030107012,107.01,2,325,253,72,265,60,2,0,0,0,10,0,0,0,0,0,8,0,71,32,15,91,98
"700",150030107013,107.01,3,471,386,85,382,89,3,9,0,0,0,9,0,0,5,11,0,52,62,44,18,72,189
"701",150030107021,107.02,1,493,288,205,324,169,2,10,0,29,10,0,11,19,0,22,11,24,94,74,29,121,39
"702",150030107022,107.02,2,361,286,75,326,35,3,0,0,10,8,0,10,0,38,0,8,32,50,58,37,29,81
"703",150030107023,107.02,3,381,304,77,317,64,4,9,10,0,0,0,0,0,9,9,32,36,71,29,10,116,50
"704",150030109011,109.01,1,236,207,29,227,9,3,0,0,12,0,8,0,0,0,0,0,8,28,19,25,44,92
"705",150030109012,109.01,2,669,560,109,509,160,4,12,0,0,10,26,24,0,0,6,39,12,32,19,80,137,272
"706",150030109031,109.03,1,872,725,147,583,289,3,30,0,19,21,32,0,9,0,2,0,77,110,67,134,96,275
"707",150030109032,109.03,2,220,118,102,36,184,2,4,0,33,0,0,9,11,9,0,19,39,0,72,0,0,24
"708",150030109033,109.03,3,391,364,27,192,199,3,0,0,0,0,0,0,22,11,16,18,49,19,47,89,33,87
"709",150030109041,109.04,1,203,197,6,151,52,4,0,0,12,0,0,13,0,0,0,10,9,30,15,41,19,54
"710",150030109042,109.04,2,279,246,33,263,16,3,0,0,0,5,5,0,0,5,0,31,43,50,0,17,13,110
"711",150030109043,109.04,3,375,375,0,267,108,5,0,0,0,13,11,0,0,0,0,0,0,0,52,21,34,244
"712",150030109044,109.04,4,266,156,110,179,87,3,75,0,0,0,0,17,20,0,0,15,0,18,60,32,0,29
"713",150030109051,109.05,1,418,207,211,222,196,2,10,13,30,0,17,4,3,21,30,13,19,53,60,17,87,41
"714",150030109052,109.05,2,511,360,151,413,98,3,25,0,0,6,4,23,0,0,3,21,26,103,57,43,65,135
"715",150030110001,110,1,700,626,74,634,66,3,5,0,0,2,5,11,0,17,8,22,48,52,42,42,120,326
"716",150030110002,110,2,517,428,89,382,135,3,7,7,0,2,0,0,8,0,34,0,7,51,143,18,68,172
"717",150030111031,111.03,1,961,824,137,855,106,3,9,0,16,9,0,0,0,25,3,15,25,90,89,112,262,306
"718",150030111032,111.03,2,311,239,72,247,64,2,0,0,0,0,0,0,13,0,12,0,13,50,101,37,34,51
"719",150030111041,111.04,1,539,489,50,518,21,3,0,0,25,0,5,0,8,9,0,0,9,8,124,38,117,196
"720",150030111042,111.04,2,307,186,121,208,99,3,0,15,0,0,0,0,0,3,0,7,11,64,20,17,19,151
"721",150030111043,111.04,3,474,366,108,371,103,3,19,24,0,8,8,0,16,9,10,0,0,32,32,52,104,160
"722",150030111044,111.04,4,331,266,65,320,11,3,24,0,0,0,0,0,0,0,31,15,13,24,9,23,92,100
"723",150030111051,111.05,1,307,263,44,241,66,3,0,0,0,0,10,0,9,15,0,0,21,37,17,16,91,91
"724",150030111052,111.05,2,766,605,161,483,283,2,14,5,8,0,24,12,12,0,10,44,18,95,62,214,75,173
"725",150030111053,111.05,3,358,197,161,126,232,2,14,0,8,6,0,3,18,0,29,0,0,64,51,17,43,105
"726",150030111061,111.06,1,422,410,12,382,40,4,10,4,19,15,0,8,0,0,0,18,8,15,65,41,64,155
"727",150030111062,111.06,2,369,246,123,353,16,3,0,0,6,16,0,0,9,15,0,90,14,9,23,33,19,135
"728",150030111063,111.06,3,444,427,17,387,57,3,8,0,0,0,0,21,0,0,0,17,0,17,63,22,126,170
"729",150030111064,111.06,4,334,302,32,197,137,3,0,8,0,0,0,0,16,0,0,8,0,138,59,23,51,31
"730",150030111065,111.06,5,325,253,72,254,71,3,14,30,0,0,0,0,0,0,0,0,0,19,10,9,109,134
"731",150030112011,112.01,1,464,401,63,318,146,3,0,0,0,0,10,9,0,10,0,20,17,34,83,9,70,202
"732",150030112012,112.01,2,294,208,86,284,10,2,0,0,0,0,11,0,26,50,0,10,0,9,9,9,25,145
"733",150030112013,112.01,3,300,274,26,146,154,3,0,9,0,7,0,9,0,0,0,0,22,0,9,9,23,212
"734",150030112014,112.01,4,336,257,79,255,81,3,0,0,0,0,0,0,0,0,0,0,138,15,28,16,35,104
"735",150030112015,112.01,5,325,267,58,298,27,3,19,0,0,12,0,0,0,11,0,0,67,7,30,36,28,115
"736",150030112021,112.02,1,315,250,65,226,89,3,6,5,0,0,0,0,0,7,6,38,6,21,5,28,67,126
"737",150030112022,112.02,2,413,296,117,274,139,2,22,0,0,15,21,0,0,17,0,22,35,96,12,0,22,151
"738",150030113001,113,1,202,120,82,136,66,4,0,0,0,21,0,0,30,0,0,0,10,9,53,0,8,71
"739",150030113002,113,2,425,328,97,339,86,3,21,0,0,0,32,13,11,52,8,3,35,14,20,12,51,153
"740",150030113003,113,3,692,639,53,505,187,5,26,9,27,12,9,0,26,35,34,0,21,104,48,58,120,163
"741",150030114011,114.01,1,212,117,95,0,212,2,7,0,0,0,0,7,8,6,0,71,50,43,0,12,0,8
"742",150030114012,114.01,2,597,492,105,0,597,2,35,7,0,0,0,37,6,66,22,4,33,82,107,83,72,43
"743",150030115001,115,1,633,573,60,463,170,3,3,27,0,21,0,38,3,15,8,21,52,141,37,99,81,87
"744",150030115002,115,2,468,384,84,400,68,3,19,0,0,0,5,6,16,0,20,26,27,54,120,75,22,78
"745",150030115003,115,3,636,560,76,548,88,4,9,5,6,5,4,2,0,14,2,10,38,40,36,80,199,186
"746",150030115004,115,4,1487,1285,202,1258,229,3,16,56,0,0,20,0,16,0,0,79,68,209,143,188,150,542
"747",150030115005,115,5,530,268,262,0,530,2,0,32,18,20,0,0,16,19,0,9,0,124,189,19,0,84
"748",150030116001,116,1,279,182,97,235,44,3,5,0,21,0,0,12,0,0,0,7,8,35,20,0,27,144
"749",150030116002,116,2,452,403,49,386,66,3,3,0,2,0,2,8,6,8,3,14,5,27,104,40,43,187
"750",150039400031,9400.03,1,652,561,91,556,96,4,18,0,0,7,14,0,16,30,34,15,70,82,76,53,90,147
"751",150039400041,9400.04,1,534,460,74,438,96,4,17,10,15,19,22,7,19,16,10,16,32,45,32,46,101,127
"752",150039400051,9400.05,1,575,549,26,561,14,4,28,0,0,0,0,7,5,6,22,21,34,89,52,45,128,138
"753",150039400061,9400.06,1,617,573,44,507,110,4,35,18,7,15,20,53,14,7,36,31,71,71,48,42,74,75
"754",150039400071,9400.07,1,495,393,102,168,327,4,53,11,0,58,5,9,29,8,9,61,33,92,28,59,40,0
"755",150039800001,9800,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756",150039802001,9802,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",150039803001,9803,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",150039806001,9806,1,20,20,0,0,20,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"759",150039807001,9807,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760",150039808001,9808,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761",150039810001,9810,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762",150039811001,9811,1,3,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"763",150039812001,9812,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764",150039813001,9813,1,46,46,0,0,46,4,0,0,0,0,0,0,5,0,0,0,13,28,0,0,0,0
"765",150039814001,9814,1,7,7,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"766",150039817001,9817,1,733,634,99,8,725,3,54,0,8,14,24,19,50,18,20,249,42,75,61,0,36,63
"767",150039818011,9818.01,1,985,963,22,17,968,3,38,29,16,0,14,35,0,34,12,156,126,274,137,58,5,51
"768",150039818021,9818.02,1,419,398,21,4,415,3,14,0,0,0,5,0,0,0,0,27,57,15,67,55,62,117
"769",150039818031,9818.03,1,365,347,18,16,349,2,13,0,8,0,34,29,72,21,35,50,32,28,27,16,0,0
"770",150039819001,9819,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771",150039820001,9820,1,192,192,0,0,192,4,0,0,0,0,0,0,0,0,0,0,0,60,29,13,39,51
"772",150039821001,9821,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773",150039822001,9822,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774",150039900010,9900.01,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
